Core,Sample,Colony,Community,Treatment,Repli,C.SH_0,D.SH_0,tot.SH_0,logTot.SH_0,logC.SH_0,logD.SH_0,D.Prp_0,D.Prop.t_0
S2-13,T0_S2-13,S2,D,NP,R2,0,0.000288,0.000288,-3.5402,NA,-3.5402,1,1.5707963268
S2-3,T0_S2-3,S2,D,NP,R1,0,0.00449,0.00449,-2.3478,NA,-2.3478,1,1.5707963268
S2-8,T0_S2-8,S2,D,NP,R2,0,0.000352,0.000352,-3.454,NA,-3.454,1,1.5707963268
S2-9,T0_S2-9,S2,D,NP,R1,0,0.000476,0.000476,-3.3227,NA,-3.3227,1,1.5707963268
S3-17,T0_S3-17,S3,D,NP,R2,0.000103,0.00134,0.00145,-2.84,-3.9853,-2.8723,0.9284,1.2999139278
S3-2,T0_S3-2,S3,D,NP,R2,0.000017,0.00086,0.000877,-3.0572,-4.77,-3.0657,0.9806,1.4310581152
S3-21,T0_S3-21,S3,D,NP,R1,0.0000352,0.000902,0.000937,-3.0282,-4.4534,-3.0448,0.9624,1.3756529481
S3-26,T0_S3-26,S3,D,NP,R1,0.0000123,0.00305,0.00306,-2.5142,-4.9099,-2.516,0.996,1.5075085338
S4-1,T0_S4-1,S4,DC,NP,R1,0.000468,0.000231,0.000699,-3.1556,-3.33,-3.6362,0.3307,0.6126838587
S4-16,T0_S4-16,S4,D,NP,R2,0.0000489,0.000752,0.000801,-3.0966,-4.311,-3.124,0.939,1.3212320267
S4-2,T0_S4-2,S4,DC,NP,R1,0.000256,0.000316,0.000571,-3.2431,-3.5921,-3.5009,0.5523,0.8377940065
S4-4,T0_S4-4,S4,DC,NP,R2,0.000104,0.000458,0.000562,-3.2505,-3.9822,-3.3396,0.8145,1.1255312688
S5-1,T0_S5-1,S5,D,NP,R1,0.00000449,0.00131,0.00131,-2.8818,-5.3473,-2.8833,0.9966,1.5124537151
S5-12,T0_S5-12,S5,D,NP,R1,0,0.000258,0.000258,-3.5881,NA,-3.5881,1,1.5707963268
S5-2,T0_S5-2,S5,D,NP,R2,0,0.000877,0.000877,-3.0569,NA,-3.0569,1,1.5707963268
S5-8,T0_S5-8,S5,D,NP,R2,0.00000497,0.000877,0.000882,-3.0546,-5.304,-3.0571,0.9944,1.4958931582
S6-18,T0_S6-18,S6,D,NP,R1,0,0.00361,0.00361,-2.4427,NA,-2.4427,1,1.5707963268
S6-3,T0_S6-3,S6,D,NP,R1,0.00000265,0.00116,0.00116,-2.9359,-5.5773,-2.9369,0.9977,1.5228196085
S6-31,T0_S6-31,S6,D,NP,R2,0,0.000917,0.000917,-3.0377,NA,-3.0377,1,1.5707963268
S6-8,T0_S6-8,S6,D,NP,R2,0,0.00189,0.00189,-2.7242,NA,-2.7242,1,1.5707963268
S1-18,T0_S1-18,S1,D,NPF,R1,0.00000509,0.00043,0.000435,-3.3612,-5.2935,-3.3663,0.9883,1.4624177455
S1-2,T0_S1-2,S1,DC,NPF,R2,0.000473,0.00119,0.00167,-2.7783,-3.3248,-2.9235,0.7159,1.0086418929
S1-28,T0_S1-28,S1,D,NPF,R2,0.00000779,0.000106,0.000114,-3.9427,-5.1083,-3.9735,0.9317,1.3063833546
S1-5,T0_S1-5,S1,DC,NPF,R1,0.0000447,0.000221,0.000266,-3.5753,-4.3496,-3.6552,0.8319,1.1483422646
S2-14,T0_S2-14,S2,D,NPF,R2,0,0.000385,0.000385,-3.4148,NA,-3.4148,1,1.5707963268
S2-23,T0_S2-23,S2,D,NPF,R2,0,0.000252,0.000252,-3.5983,NA,-3.5983,1,1.5707963268
S2-28,T0_S2-28,S2,D,NPF,R1,0,0.000199,0.000199,-3.7016,NA,-3.7016,1,1.5707963268
S2-30,T0_S2-30,S2,D,NPF,R1,0,0.000267,0.000267,-3.5727,NA,-3.5727,1,1.5707963268
S3-1,T0_S3-1,S3,D,NPF,R1,0.0000476,0.00053,0.000577,-3.2386,-4.3225,-3.276,0.9176,1.2796463418
S3-13,T0_S3-13,S3,D,NPF,R2,0.0000683,0.00135,0.00142,-2.8478,-4.1658,-2.8692,0.9519,1.3496818299
S3-16,T0_S3-16,S3,DC,NPF,R2,0.000096,0.000654,0.00075,-3.1251,-4.0178,-3.1846,0.872,1.2049166573
S3-28,T0_S3-28,S3,D,NPF,R1,0.0000269,0.000675,0.000702,-3.1537,-4.5701,-3.1707,0.9617,1.3738211912
S4-10,T0_S4-10,S4,DC,NPF,R1,0.000101,0.000457,0.000558,-3.2531,-3.9944,-3.34,0.8186,1.1308280218
S4-13,T0_S4-13,S4,DC,NPF,R2,0.000139,0.000868,0.00101,-2.9971,-3.8571,-3.0616,0.862,1.1901899602
S4-17,T0_S4-17,S4,DC,NPF,R1,0.0000764,0.000608,0.000685,-3.1646,-4.1169,-3.216,0.8884,1.2301823468
S4-18,T0_S4-18,S4,D,NPF,R2,0.0000614,0.000816,0.000877,-3.057,-4.2117,-3.0886,0.93,1.3030329996
S5-19,T0_S5-19,S5,D,NPF,R2,0,0.000587,0.000587,-3.2313,NA,-3.2313,1,1.5707963268
S5-21,T0_S5-21,S5,D,NPF,R2,0.0000116,0.000775,0.000787,-3.1041,-4.9359,-3.1105,0.9853,1.4492537412
S5-27,T0_S5-27,S5,DC,NPF,R1,0.0001,0.000398,0.000498,-3.3028,-3.9989,-3.4004,0.7987,1.1055256906
S5-5,T0_S5-5,S5,D,NPF,R1,0,0.000148,0.000148,-3.8286,NA,-3.8286,1,1.5707963268
S6-10,T0_S6-10,S6,D,NPF,R2,0.00000174,0.00123,0.00123,-2.911,-5.7599,-2.9116,0.9986,1.5333710169
S6-13,T0_S6-13,S6,D,NPF,R1,0.00000921,0.0103,0.0103,-1.9888,-5.0356,-1.9892,0.9991,1.540791825
S6-25,T0_S6-25,S6,D,NPF,R2,0.000000772,0.000476,0.000477,-3.3218,-6.1121,-3.3225,0.9984,1.5307856524
S6-6,T0_S6-6,S6,D,NPF,R1,0.00000836,0.00133,0.00134,-2.8727,-5.0776,-2.8754,0.9938,1.4919746555
